Post_ID,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Engagement_Rate,Viral_Score,Viral_Level,Is_High_Viral
POST_00736,TikTok,Video,Fashion,1611,440,878,488557,2467,0.84,37.12071240105541,Low,False
POST_00003,LinkedIn,Article,Entertainment,1392,62,255,24449,249,0.4,62.61952191235059,Moderate,False
POST_00519,YouTube,Video,Education,11114,489,1222,427855,4410,2.63,68.29331941544885,High,True
POST_01498,Facebook,Video,Fitness,1723,365,571,39027,609,0.65,63.889735772357724,Moderate,False
POST_04787,TikTok,Stitch,Lifestyle,24900,1419,83,72323,1010,13.11,29.83509234828496,Low,False
POST_03376,TikTok,Stitch,Technology,32994,1520,1640,78230,531,61.62,36.34564643799472,Low,False
POST_04507,LinkedIn,Document,Fashion,1708,9,361,21629,34,0.52,42.3605577689243,Low,False
POST_00986,Facebook,Video,Health,6864,248,494,18979,627,3.77,67.01981707317073,High,True
POST_01159,TikTok,Duet,Health,27118,723,3565,423014,913,6.65,47.35488126649076,Low,False
POST_04716,Twitter,Retweet,Fitness,3626,118,396,25583,105,1.3,31.42354124748491,Low,False
POST_02947,Facebook,Video,Entertainment,1893,245,133,26575,416,0.91,35.34806910569106,Low,False
POST_02502,TikTok,Video,Travel,46227,868,389,182338,1597,51.56,40.10883905013192,Low,False
POST_04918,Twitter,Thread,Education,3117,8,595,55703,391,3.06,47.15291750503018,Low,False
POST_01246,Facebook,Live,Fashion,3934,30,360,23143,72,33.67,24.09044715447154,Low,False
POST_03797,Facebook,Story,Business,1808,108,299,58788,458,4.2,38.516260162601625,Low,False
POST_03781,Twitter,Tweet,Fitness,681,246,456,73249,160,0.3,33.377766599597585,Low,False
POST_02586,Facebook,Story,Gaming,519,270,17,64936,322,0.28,25.419207317073166,Low,False
POST_04632,Twitter,Tweet,Gaming,2817,67,1876,73853,197,6.1,57.8546277665996,Moderate,False
POST_03733,Twitter,Retweet,Technology,3356,14,500,37155,110,4.25,27.66348088531187,Low,False
POST_00044,YouTube,Live,Lifestyle,18726,482,318,42190,4270,8.52,56.96764091858037,Moderate,False
POST_04229,Facebook,Story,Fitness,1557,375,155,28557,592,0.68,48.28506097560975,Low,False
POST_00601,Instagram,Reel,Health,8944,105,106,895,455,1.88,44.676539360872944,Low,False
POST_02103,Instagram,Story,Entertainment,3946,93,159,17611,905,1.81,59.07638347622759,Moderate,False
POST_04641,YouTube,Video,Lifestyle,6959,426,89,709793,4673,1.81,45.78810020876827,Low,False
POST_01058,Twitter,Thread,Technology,4780,81,935,81145,159,6.51,45.389839034205224,Low,False
POST_03385,Instagram,Carousel,Food,7383,346,79,25794,832,3.45,59.949337490257214,Moderate,False
POST_03149,TikTok,Stitch,Gaming,602,478,2433,158488,673,0.9,26.965699208443265,Low,False
POST_00897,Twitter,Retweet,Food,272,39,1071,75356,409,0.96,49.690643863179076,Low,False
POST_00748,Facebook,Story,Food,4327,246,673,5808,444,1.08,60.77235772357723,Moderate,False
POST_02005,Twitter,Poll,Health,3771,279,1777,21143,57,1.75,60.412474849094565,Moderate,False
POST_00443,Twitter,Thread,Health,919,131,1255,22113,48,1.05,34.85915492957747,Low,False
POST_04701,Instagram,Carousel,Entertainment,9925,62,238,20537,975,8.51,78.49181605611847,Very High,True
POST_01657,Facebook,Story,Fashion,5507,194,652,61466,443,1.44,60.15752032520325,Moderate,False
POST_04914,Instagram,Story,Fitness,6875,430,103,24857,518,4.66,53.42556508183943,Moderate,False
POST_01917,TikTok,Stitch,Sports,24612,887,4815,15691,2510,76.11,76.00593667546174,High,True
POST_02606,Facebook,Live,Fashion,5848,118,449,13657,589,12.36,56.974085365853654,Moderate,False
POST_04352,Facebook,Post,Fitness,6796,256,715,7285,294,3.29,60.073678861788615,Moderate,False
POST_04321,Facebook,Post,Travel,2531,35,736,36958,704,6.14,63.419715447154466,Moderate,False
POST_04837,Twitter,Poll,Technology,4552,254,861,9505,23,1.39,42.52766599597585,Low,False
POST_03393,TikTok,Duet,Travel,3622,1412,2077,368169,775,1.68,33.3476253298153,Low,False
POST_02849,Facebook,Live,Lifestyle,1523,114,529,43180,592,0.72,51.938516260162594,Moderate,False
POST_02542,TikTok,Stitch,Entertainment,49606,1615,4493,172035,2177,27.1,83.02110817941953,Very High,True
POST_03452,LinkedIn,Poll,Technology,1000,110,166,2741,11,0.48,29.59163346613546,Low,False
POST_00946,Instagram,Photo,Lifestyle,1996,488,144,39085,270,1.0,43.65159781761496,Low,False
POST_04540,Instagram,Photo,Gaming,1401,143,30,17392,260,1.09,18.131332813717847,Low,False
POST_02489,Facebook,Story,Technology,4892,167,376,17385,609,7.64,55.52083333333333,Moderate,False
POST_02546,Facebook,Story,Health,5331,299,477,68759,88,1.73,41.87245934959349,Low,False
POST_03224,Instagram,Carousel,Fashion,6104,37,299,30644,937,2.28,77.72798129384255,Very High,True
POST_02061,Instagram,Reel,Health,3551,167,265,49637,77,1.07,44.09781761496493,Low,False
POST_04711,Twitter,Tweet,Lifestyle,3222,128,449,46832,313,116.25,45.802313883299796,Low,False
POST_02775,Facebook,Story,Health,1693,306,932,78704,268,1.5,58.91514227642276,Moderate,False
POST_03674,Instagram,Story,Fitness,805,150,240,20458,613,0.32,54.99025720966484,Moderate,False
POST_03708,Twitter,Tweet,Education,1823,105,1951,62061,348,0.98,69.43913480885313,High,True
POST_02624,YouTube,Short,Business,9796,491,160,272718,2435,5.63,34.72338204592902,Low,False
POST_00563,Instagram,Story,Food,3977,11,137,5802,718,2.59,47.09469992205768,Low,False
POST_03495,LinkedIn,Article,Fashion,1889,103,108,2514,21,2.0,33.31673306772909,Low,False
POST_02494,Twitter,Thread,Education,1572,117,1180,81201,120,0.62,39.962273641851105,Low,False
POST_04356,Facebook,Post,Entertainment,5023,263,449,49181,27,1.54,35.63008130081301,Low,False
POST_00167,Twitter,Thread,Food,2674,142,338,35928,113,0.79,29.464285714285708,Low,False
POST_03082,TikTok,Stitch,Food,29768,656,3615,137339,471,31.86,42.73746701846966,Low,False
POST_00543,Instagram,Reel,Fitness,4277,346,244,21719,683,1.74,69.47778643803585,High,True
POST_03487,Twitter,Poll,Travel,4793,293,662,50229,116,1.8,48.468309859154935,Low,False
POST_01806,TikTok,Stitch,Fashion,20401,1173,2181,34251,1580,5.08,47.41094986807387,Low,False
POST_03544,Twitter,Thread,Education,382,211,1019,2634,17,0.44,30.440140845070417,Low,False
POST_03964,Facebook,Live,Education,3752,14,129,72266,666,0.84,41.33638211382114,Low,False
POST_04012,Twitter,Retweet,Sports,3127,254,1978,54100,219,2.55,72.28118712273643,High,True
POST_00429,Twitter,Retweet,Health,2049,19,1626,69232,405,0.93,64.341046277666,High,True
POST_00165,Instagram,Story,Travel,9646,161,176,1637,398,2.05,53.07482462977398,Moderate,False
POST_00350,Facebook,Live,Health,4378,62,270,30904,38,1.3,21.83943089430894,Low,False
POST_00902,Instagram,Carousel,Gaming,2617,373,276,37855,836,0.68,76.4809041309431,High,True
POST_04675,Twitter,Thread,Gaming,1275,102,133,92154,361,0.68,36.30784708249497,Low,False
POST_04362,Facebook,Video,Entertainment,3970,318,65,55297,342,1.3,36.23729674796748,Low,False
POST_04760,YouTube,Video,Lifestyle,8714,710,868,962453,2460,37.04,50.19832985386221,Moderate,False
POST_01439,Instagram,Photo,Gaming,3357,281,42,27756,284,0.75,28.458690568978955,Low,False
POST_00684,LinkedIn,Post,Food,1658,129,315,5366,259,0.92,76.5089641434263,High,True
POST_02462,TikTok,Video,Travel,30809,367,4559,484344,1103,13.13,55.57058047493404,Moderate,False
POST_02242,Instagram,Carousel,Fashion,8806,464,282,47412,142,2.18,64.90257209664847,High,True
POST_01715,Instagram,Photo,Sports,2477,94,233,5430,267,0.64,42.47661730319564,Low,False
POST_02112,Instagram,Story,Education,6714,75,91,26635,149,3.51,28.713951675759937,Low,False
POST_01744,Instagram,Story,Sports,3692,199,51,10122,305,1.02,27.905300077942325,Low,False
POST_03633,Facebook,Post,Business,3685,161,908,10442,439,1.72,64.17682926829268,High,True
POST_02550,Instagram,Story,Technology,7171,8,92,7756,329,1.66,32.74356975837879,Low,False
POST_01376,TikTok,Duet,Education,9432,625,4672,345081,2952,7.13,73.94459102902375,High,True
POST_04763,TikTok,Duet,Education,9351,766,3515,355558,237,2.74,34.38984168865436,Low,False
POST_01787,Facebook,Live,Food,3235,198,982,61605,620,1.27,75.09908536585365,High,True
POST_04938,Facebook,Video,Fashion,2576,176,667,60791,516,0.71,57.89380081300812,Moderate,False
POST_00839,Facebook,Video,Fitness,3987,337,164,40576,537,1.39,49.644308943089435,Low,False
POST_00649,TikTok,Video,Sports,19462,1261,3912,267120,1111,9.38,55.197889182058034,Moderate,False
POST_01984,Facebook,Post,Fitness,4837,37,518,37440,468,8.35,49.33689024390243,Low,False
POST_04574,TikTok,Video,Fashion,14551,1728,1802,256979,2853,4.02,62.196569920844325,Moderate,False
POST_04102,Twitter,Poll,Food,1386,26,1579,69004,385,0.62,59.937122736418516,Moderate,False
POST_02850,Twitter,Retweet,Food,4858,34,392,49603,414,3.06,51.64486921529174,Moderate,False
POST_00416,Twitter,Retweet,Food,2493,45,1119,33210,343,4.56,53.226861167002006,Moderate,False
POST_01222,Instagram,Photo,Education,1991,306,31,37489,366,3.29,28.164458300857365,Low,False
POST_01948,Instagram,Carousel,Health,2933,257,240,37853,891,2.28,71.1028838659392,High,True
POST_00173,Facebook,Story,Sports,6846,89,25,64875,660,2.07,46.450711382113816,Low,False
POST_00526,Facebook,Post,Fashion,5797,233,12,69851,335,15.84,34.176829268292686,Low,False
POST_00589,Instagram,Carousel,Travel,2099,237,252,26021,842,2.62,68.85814497272018,High,True
POST_04721,Twitter,Poll,Travel,204,289,1090,71514,466,0.53,66.71780684104627,High,True
POST_02210,YouTube,Community Post,Fashion,12321,808,398,581159,3354,6.12,52.35386221294364,Moderate,False
POST_00015,Instagram,Reel,Food,1315,162,99,13438,804,1.06,46.39906469212782,Low,False
POST_00152,Instagram,Reel,Lifestyle,897,207,289,47648,838,0.64,70.02533125487139,High,True
POST_04521,TikTok,Duet,Fashion,49123,416,2354,102772,541,18.09,38.80606860158311,Low,False
POST_04813,Instagram,Photo,Business,2683,332,277,49860,276,0.68,55.71706936866718,Moderate,False
POST_01409,Facebook,Post,Education,7416,62,995,20914,626,2.53,78.95071138211381,Very High,True
POST_04501,Facebook,Post,Fashion,1688,91,611,78486,307,1.03,40.98577235772357,Low,False
POST_02522,Instagram,Photo,Health,7478,310,298,36177,249,3.15,63.97895557287606,High,True
POST_04051,YouTube,Video,Fashion,7713,121,1375,607065,2307,5.24,48.72129436325678,Low,False
POST_00361,Twitter,Poll,Education,2083,297,872,36326,280,1.0,56.07645875251509,Moderate,False
POST_01848,Instagram,Story,Travel,3438,488,145,30530,27,17.1,38.00467653936088,Low,False
POST_02002,Instagram,Carousel,Business,4340,255,49,13932,508,1.26,37.40841777084957,Low,False
POST_03725,Twitter,Tweet,Technology,2339,125,1952,27991,496,1.06,82.64084507042253,Very High,True
POST_03620,Instagram,Reel,Fashion,1040,77,247,43988,482,14.05,48.84060795011691,Low,False
POST_00473,Instagram,Photo,Gaming,3107,224,72,15804,863,1.49,50.17926734216679,Moderate,False
POST_01433,Facebook,Post,Business,6192,154,264,16835,596,1.72,53.26473577235772,Moderate,False
POST_04076,Facebook,Story,Fitness,998,156,157,64578,149,0.51,19.629065040650403,Low,False
POST_00606,Facebook,Live,Technology,7534,28,984,32952,84,1.84,53.31046747967479,Moderate,False
POST_02084,YouTube,Video,Entertainment,11449,946,407,350921,4507,60.9,61.88413361169103,Moderate,False
POST_00961,Instagram,Story,Business,3734,248,233,4151,201,0.92,47.1024941543258,Low,False
POST_01349,YouTube,Short,Fashion,8310,520,1525,580823,4476,3.84,72.0250521920668,High,True
POST_00144,Twitter,Tweet,Travel,1983,233,1802,53587,107,1.08,57.414486921529175,Moderate,False
POST_02360,Instagram,Reel,Lifestyle,1825,299,113,11851,749,0.6,51.346453624318,Moderate,False
POST_02424,Facebook,Video,Fashion,4593,72,205,5203,259,1.19,30.01524390243902,Low,False
POST_00609,Facebook,Post,Business,1468,136,271,30828,787,38.05,51.981707317073166,Moderate,False
POST_01559,TikTok,Stitch,Fitness,19437,1045,1378,96150,77,4.55,22.991424802110817,Low,False
POST_01673,TikTok,Duet,Travel,43452,1793,4633,135078,1782,12.58,79.1952506596306,Very High,True
POST_01752,Instagram,Story,Entertainment,7647,117,31,6607,170,1.87,24.4680436477007,Low,False
POST_04934,Twitter,Tweet,Entertainment,1039,273,1459,2049,74,2.23,47.66348088531187,Low,False
POST_04800,Facebook,Live,Gaming,818,10,40,56731,16,0.78,3.4629065040650406,Low,False
POST_04057,TikTok,Stitch,Business,30896,347,1889,29401,962,14.26,34.90765171503958,Low,False
POST_00238,Instagram,Story,Health,450,369,66,5945,590,0.48,40.19680436477007,Low,False
POST_00796,TikTok,Stitch,Technology,38498,1499,1983,401523,1411,33.03,51.25989445910291,Moderate,False
POST_04338,YouTube,Short,Travel,14502,754,1397,84857,223,3.35,48.96137787056367,Low,False
POST_01826,Facebook,Story,Business,1726,246,891,59565,258,1.02,54.48932926829267,Moderate,False
POST_02059,LinkedIn,Post,Travel,1680,148,428,11114,59,0.48,64.06374501992033,High,True
POST_03366,Facebook,Story,Education,598,349,306,35513,354,0.72,40.724085365853654,Low,False
POST_00876,Instagram,Reel,Health,1582,355,268,16515,902,6.44,75.71512081060014,High,True
POST_02992,TikTok,Stitch,Gaming,35600,1882,4740,334649,934,8.84,67.72757255936675,High,True
POST_02014,Instagram,Reel,Lifestyle,4030,97,281,11097,405,117.64,55.32930631332814,Moderate,False
POST_01919,Twitter,Thread,Food,411,275,849,91069,450,0.5,60.92303822937626,Moderate,False
POST_00394,TikTok,Video,Fashion,27553,915,2443,411122,2750,6.73,64.17875989445909,High,True
POST_03405,LinkedIn,Poll,Lifestyle,833,116,425,16174,224,0.28,72.55478087649404,High,True
POST_04767,TikTok,Stitch,Health,48335,1743,2281,457082,807,19.19,51.2434036939314,Moderate,False
POST_03226,TikTok,Stitch,Fashion,28487,43,474,394563,261,12.47,13.598284960422163,Low,False
POST_01945,TikTok,Video,Health,10320,1664,4569,468593,1953,5.24,69.82189973614776,High,True
POST_03411,Twitter,Thread,Gaming,516,86,465,78554,478,0.31,47.69617706237425,Low,False
POST_04832,LinkedIn,Article,Entertainment,1007,127,294,6085,158,2.43,58.52091633466136,Moderate,False
POST_02896,TikTok,Duet,Technology,23670,881,3481,493835,1168,413.27,50.8641160949868,Moderate,False
POST_00840,Facebook,Live,Entertainment,7882,354,549,53233,503,3.12,69.692581300813,High,True
POST_00068,TikTok,Duet,Gaming,8071,559,995,292795,1294,3.93,26.658970976253293,Low,False
POST_03616,Instagram,Reel,Education,1513,295,40,38139,52,1.87,17.92478565861263,Low,False
POST_03043,Instagram,Reel,Lifestyle,3130,480,168,18244,916,1.89,70.95869056897894,High,True
POST_00161,Twitter,Tweet,Fashion,4031,47,1420,34910,425,7.47,69.12474849094566,High,True
POST_03808,Twitter,Tweet,Sports,4133,165,1827,31261,67,1.98,57.24597585513078,Moderate,False
POST_03719,Twitter,Thread,Technology,2023,73,1385,94232,350,17.08,59.039235412474845,Moderate,False
POST_00705,Instagram,Reel,Lifestyle,1686,41,108,18727,194,1.39,22.622759158222912,Low,False
POST_00174,Instagram,Carousel,Fitness,1836,392,85,10149,380,1.07,37.6480904130943,Low,False
POST_03113,LinkedIn,Poll,Lifestyle,798,3,143,3829,289,0.55,49.34760956175299,Low,False
POST_01691,Instagram,Story,Technology,9169,418,10,37392,665,2.0,50.79696024941542,Moderate,False
POST_01688,Facebook,Post,Business,7885,69,70,24239,602,318.03,46.70985772357723,Low,False
POST_04647,LinkedIn,Post,Gaming,1832,133,229,2563,216,0.83,67.11653386454184,High,True
POST_04416,Facebook,Video,Fitness,6830,103,595,10523,464,1.63,57.89126016260162,Moderate,False
POST_00035,YouTube,Short,Food,6733,722,1014,619882,1271,3.95,43.324634655532364,Low,False
POST_01421,Twitter,Retweet,Health,4217,113,697,49743,20,24.12,31.40090543259557,Low,False
POST_04083,Facebook,Live,Food,3614,289,388,12310,98,1.34,35.46239837398373,Low,False
POST_03873,Instagram,Reel,Technology,3130,417,207,20889,839,1.88,70.47739672642244,High,True
POST_01012,YouTube,Live,Gaming,11156,90,1249,400782,3411,11.06,56.419624217118994,Moderate,False
POST_03664,Instagram,Reel,Technology,9249,274,94,48568,387,7.25,46.53156664068588,Low,False
POST_01877,Facebook,Post,Entertainment,776,244,495,69048,715,36.23,59.51727642276423,Moderate,False
POST_01598,Instagram,Reel,Fitness,2673,384,20,49983,327,1.15,29.101714731098987,Low,False
POST_01850,Facebook,Post,Sports,2325,195,423,51300,313,1.65,39.40294715447155,Low,False
POST_04952,Instagram,Story,Fitness,6249,172,206,2294,200,2.27,45.46375681995323,Low,False
POST_02081,Instagram,Photo,Lifestyle,5030,269,214,2880,19,2.61,41.24902572096648,Low,False
POST_04588,Instagram,Carousel,Lifestyle,5457,70,154,48094,444,8.36,43.78409976617303,Low,False
POST_02684,Twitter,Poll,Fitness,145,62,124,51603,194,1.03,18.327464788732396,Low,False
POST_03754,LinkedIn,Article,Fashion,1270,14,350,790,13,2.78,34.382470119521905,Low,False
POST_00707,Twitter,Retweet,Food,4282,91,268,22711,216,1.13,37.09255533199195,Low,False
POST_01824,TikTok,Video,Education,36970,740,2246,333848,465,9.38,35.514511873350926,Low,False
POST_03584,TikTok,Video,Health,29643,660,53,491080,916,7.62,23.129947229551448,Low,False
POST_02095,Twitter,Thread,Health,3334,165,328,98847,43,2.02,27.03470824949698,Low,False
POST_01584,Facebook,Live,Fashion,6763,69,180,8445,262,2.24,32.87093495934959,Low,False
POST_04119,Instagram,Carousel,Health,1178,470,253,34287,938,0.53,77.60132501948559,Very High,True
POST_04960,LinkedIn,Post,Fashion,377,79,434,20982,262,0.19,70.96115537848605,High,True
POST_01297,Instagram,Reel,Health,9225,227,21,31978,849,2.08,52.42790335151988,Moderate,False
POST_02354,TikTok,Video,Fashion,15705,567,1300,442599,1994,17.66,39.90765171503958,Low,False
POST_01194,Facebook,Story,Technology,3803,186,71,2864,390,1.84,33.30792682926829,Low,False
POST_02857,Instagram,Carousel,Fashion,2481,81,235,2237,494,65.11,50.46960249415432,Moderate,False
POST_04182,LinkedIn,Post,Food,688,14,493,23732,159,1.17,59.716135458167315,Moderate,False
POST_03971,YouTube,Short,Fashion,1818,380,1045,670103,4546,1.67,57.67223382045928,Moderate,False
POST_03186,Facebook,Post,Education,782,136,161,27848,442,0.24,31.59298780487805,Low,False
POST_01976,YouTube,Video,Gaming,3016,337,1208,529016,4556,2.42,60.92901878914405,Moderate,False
POST_02265,Facebook,Video,Business,3400,12,98,67773,378,1.71,25.88668699186992,Low,False
POST_03437,Instagram,Reel,Entertainment,7128,158,12,17456,653,1.49,39.81878409976617,Low,False
POST_03260,TikTok,Stitch,Health,9864,310,2721,411058,677,4.26,30.461741424802113,Low,False
POST_00642,Twitter,Poll,Lifestyle,4619,226,1578,48800,447,5.49,84.11468812877263,Very High,True
POST_04100,Instagram,Carousel,Fashion,7153,450,126,40290,337,2.11,50.58067030397505,Moderate,False
POST_03798,Instagram,Story,Gaming,9799,160,215,19669,806,5.99,72.75136399064692,High,True
POST_04232,Facebook,Live,Fashion,6447,157,655,35960,742,3.48,73.57723577235772,High,True
POST_03498,TikTok,Stitch,Technology,19738,1402,2768,21396,2257,5.68,61.18403693931398,Moderate,False
